#FORMAT:Barcode|Name|SaleRate
00352|Barley Porridge 250gm|90.0
00351|Wheat Porridge 250gm|80.0
02197|Daal Mash Sabut 500gm|230.0
02196|Daal Mash Chilka 500gm|230.0
02198|Daal Moong Sabut 500gm|210.0
02195|Daal Moong Chilka 500gm|200.0
00094|Haleem Jaw 1kg|160.0
02178|Haleem Jaw 500gm|80.0
02177|Haleem Gandum 500gm|70.0
00093|Haleem Gandum 1kg|140.0
01201|Umda Chawal 1kg|250.0
01200|Umda Chawal 500gm|125.0
03105|Mospel|295.0
00776|Dashi Bread Crumbs|140.0
8964002993581|Body Spray|260.0
043297013285|Cell AA 1pc|40.0
4904530584923|Cell AAA 2pc|80.0
041167603208|Selsun Blue Yellow|400.0
041167620212|Selsun Blue 75ml|390.0
5060593000110|Meclay Shampoo Pink|400.0
5060593000158|Meclay Shampoo Yellow|400.0
5060593000127|Meclay Shampoo Green|400.0
5060593000196|Meclay Shampoo Red|400.0
5060593000134|Meclay Shampoo Golden|400.0
5060593000165|Meclay Shampoo Blue|400.0
5060593000172|Meclay Shampoo Orange|400.0
5060593000103|Meclay Shampoo Black|400.0
5060593000141|Meclay Shampoo White|400.0
6291101526719|Me Body Spray|610.0
00303|Olper'S 1.5ltr Ctn|3900.0
00302|Olper'S 1ltr Ctn|3850.0
00300|Olper'S 250ml Ctn|2250.0
00403|Milk Pak 1ltr Ctn|4050.0
00401|Milk Pak 250ml Ctn|2280.0
00405|Nesvita Milk 250ml Ctn|2230.0
00501|Tarang 250ml Ctn|1500.0
8961008223407|Nestle Buniyad 910gm|1620.0
788821013804|Shoop Noodles|45.0
00004|Knorr Noodles|50.0
8886950072272|Max Bar 165gm|50.0
654561011298|Naurus 800ml|440.0
6281652502515|Key Chilli Sauce 750ml|220.0
6280541402608|Key Soya Sauce 750ml|190.0
8964000020098|Shangrila Soya Souce 700ml|300.0
8964000021545|Shangrila Trio Pack 700ml|770.0
8964000020197|Shangrila Chilli Souce 700ml|300.0
8961100500000|Dalda Ghee 2.5kg Tin|1485.0
8961100500086|Dalda Oil 2.5ltr Tin|1500.0
8700216780254|Gillette Blue 3 Plus|0.0
00034|Gillette Blue 2|140.0
00103|Tullo Ghee 1kg|550.0
00102|Tullo Oil 1ltr|550.0
8964000570241|English Could Cream Small|170.0
0000d|Daal Papad|70.0
05000|Mop Refil|250.0
02110|Mop Panja|260.0
07200|Ponia Chawal 500gm|140.0
07201|Ponia Chawal 1kg|280.0
07205|Ponia Chawal 5kg|1400.0
00065|EVA Oil 1ltr|580.0
00011|Match Box|50.0
04036|Tatri 250gm|160.0
8964001278108|Sufi Surf 25gm|10.0
8964000020678|Shangrila Mixed Pickle 400g|270.0
00305|Nurpur 1ltr Ctn|3960.0
00308|Nurpur 1.5ltr Ctn|3650.0
00309|Nurpur 1.5ltr|460.0
8964001277927|Twin Surf 30gm|10.0
8964003286125|Hero Surf 40g|10.0
ck1000|Chakki Sy Cash Aya|1000.0
01250|Jaw Dalia 500gm|120.0
0ac10|Atta Chakki 10kg|1200.0
00ac5|Atta Chakki 5kg|600.0
00a10|Atta 2.5# 10kg|850.0
000a5|Atta 2.5# 5kg|450.0
0af10|Atta Super Fine 10kg|950.0
00af5|Atta Super Fine 5kg|480.0
00af2|Atta Super Fine 2kg|240.0
00ac2|Atta Chakki 2kg|240.0
45452|Item|0.0
6291069706383|Vatika Garlic Shampoo 185ml|400.0
00*14|Atta Chawal 1kg|200.0
00*15|Atta Chawal 500gm|100.0
00*12|Atta Makai 1kg|180.0
00*13|Atta Makai 500gm|90.0
00*18|Atta Jaw 500gm|110.0
00*28|Atta Bajra 500gm|100.0
00*29|Atta Kala Chana 500gm|200.0
03139|Relax Vaporub|120.0
788821150967|Chicken Broast Masala|140.0
1358946338268|Bake Parlor Lasagne|350.0
1358946343798|Seven Spice Macaroni|140.0
0v250|Viper 250|280.0
00v40|Viper 40|120.0
00v70|Viper 70|160.0
000jb|Jala Brush|180.0
04023|Garam Masala Powder 50g|120.0
04400|Sela Chawal 500gm|165.0
ch250|Chowara 250gm|160.0
04101|Chowara 100gm|80.0
02037|Daal Arhar 250gm|170.0
02192|Daal Arhar 500gm|340.0
00ar1|Daal Arhar 1kg|680.0
0j1pc|Jaifal 1pc|20.0
jae25|jawetri 25gm|220.0
00387|Lipton Tea 430gm|1190.0
42164104|Nivea Cream 60ml|540.0
4904530591952|Cell D Size 1pc|150.0
8886950093192|Colgate Zig Zag Brush|100.0
788821001313|Chicken Tikka Double|250.0
000.5|Mezan Ghee 5kg Balti|2980.0
002.5|Mezan 2.5kg Balti|1500.0
00901|Spray Gun|100.0
7647731951107|Protect Paste 110g|300.0
7647731957079|Protect Paste 70g|210.0
7647731954078|Protect Paste 40g|130.0
w3223|baby wips|95.0
788821150929|Shan Shami Kabab|130.0
6890767852738|Italia Black Sliced Olives 230g|630.0
6533411508758|Italia Ginger Garlic Paste 330g|370.0
8964000768471|Treet 3 Razor|90.0
8964000843000|Shangrila Ketchup 3.25kg|1180.0
654561011656|Naurus 1.5ltr|780.0
8961100040049|Medora Powder Small|200.0
8964001048411|Dr.John Brush|55.0
8964001048466|Dr.John Kids Brush|50.0
8964000024133|Forhans Hair Tonic 100ml|315.0
m6521|metha soda 25kg|3400.0
04034|Aloo Bukhara Kala 250gm|260.0
02004|Aloo Bukhara kala 50gm|55.0
8964000506936|saeed ghani charcoal face wash 50ml|280.0
02108|Kohinoor Chambeli Oil|330.0
02109|Kohinoor Amla Oil|300.0
5063305007414|Lipton Tea 900gm|2190.0
8961014260779|Dove Shampoo Green 175ml|460.0
8964000069240|Seasons Corn Oil 3ltr|2010.0
02384|Seasons Corn Oil 10ltr|6700.0
04717|achar masla 125gm|100.0
04716|achar masla 250gm|200.0
6281057119233|Key apple venegar 300ml|180.0
00312|Bic Body Razor|75.0
8961014186369|Glaxose-D 400gm|280.0
8964000024126|Forhans Hair Tonic 200ml|445.0
788821150400|Shan Kunna Gosht|130.0
0000z|Czar Injection|155.0
8886950092072|Colgate Classic Plus Brush|70.0
4534564237896757567|Demo|50.0
6291069712117|Vatika Shampoo Brown|420.0
6281652887773|Key Hot Sauce 300ml|185.0
620514000909|National Zeera 50g|350.0
8697454721678|Dew Drop Olive Oil 4ltr|8000.0
00039|Khajoor Jharoo|60.0
02387|Cheea Seeds 100gm|130.0
6291101525989|Medicam Herbal 30gm|40.0
03145|Aan Soap|150.0
620514001708|National Hyderabadi Pickle 320g|280.0
5060593000011|Mec Face Wash Yellow 100g|410.0
5060593000059|Mec Face Wash Black 100g|410.0
5060593000035|Mec Face Wash Pink 100g|410.0
8964000923047|Hub Salt Pink|100.0
03511|Muraba 125gm|45.0
6285001485009|Key Oyster Sauce|250.0
8964000570180|Soda White Brush Pack|230.0
8961008220499|Cerelac Red Fruit 175g|540.0
620514020327|National Mango Pickle 370g|310.0
00p40|Pathan Tea|40.0
182039000036|Samsol Color 39.no|290.0
3610340655333|LOREAL Conditionar 175ml|500.0
000g3|Garnier Color 3.no|880.0
9292925465454|Habib Oil 1.ltr|585.0
8964001385035|Hero Surf 500g|115.0
8964001278160|Twin Surf 140gm|50.0
8964000020180|Shangrila Chilli Sauce 300ml|170.0
6291101520540|medicam shampoo box300ml|300.0
8964000064054|Fauji Corn Flakes 500gm|880.0
000d5|Dalda Oil 4.5ltr Bottle.|2690.0
6001106309763|Cherry Brown Polish 44ml|360.0
788821151438|Shan Chicken Handi|130.0
8964000020296|Shangrila Vinegar 700ml|190.0
4796005650901|Lipton Tea Bag 100.pcs|1190.0
jaifal|Jaifal 50gm|120.0
815096000311656565|Tapal Green Tea Jasmine Jar.|295.0
796554222011|Skin White Rice Milk Face Wash 100g|270.0
00045|Mezan Ghee 500gm|290.0
8001841494241|Pantene Blue 185ml|450.0
8963007860744|Happy Home cornflor 100gm|70.0
8961005040304|mitchells apple jelly 200gm|200.0
8961005030039|mitchells mango jam 410gm|340.0
8961005030411|mitchells mango jam 200gm|200.0
3662076517591|Talbeena Special|400.0
8964000039939|Sufi classic medium|70.0
00043|Eden Roc Powder Small|180.0
5060593000028|Mec Face Wash Green 100g|410.0
5060593000004|Mec Face Wash Blue 100g|410.0
7622201719371|Tang Lemon Pouch|320.0
6009689191072|Bio Amla Hair Oil 200ml|450.0
000jd|Jedi Ny Cash Liya|1000.0
6294018810483|Smile Pop Up|190.0
50282179999748889|Ras Malai 75gm|220.0
00020|clarity tissu soft pack|95.0
8984000987757|clarity tissu perfumed|210.0
8984000921140|clarity tissu sada|200.0
8964000057346|Marhaba Almond Oil 25ml|340.0
788821079183|Shan Garlic Pickle 300g|400.0
899432000074|Dentonic Paste 125gm|205.0
620514001975|national mixed fruit jam 420gm|340.0
8964000572535|English Paste Large Pack|125.0
8964000768983|Treet Foam 200ml|500.0
855434000641|Qarshi Arq E Gulab 800ml|200.0
6291101526887|Me Body Mist 150ml|640.0
8964002137947|Shield Evenflo Feeder 125ml|135.0
8964002137954|Shield Evenflo Feeder 250ml|145.0
000*9|Meda 50kg|4400.0
000*8|Super Fine 50kg|4450.0
8966000002722|Poly Color 43.no|300.0
00*19|Atta Choori 1kg|160.0
000*7|Atta 2.5# 50kg|4000.0
8001841494395|Pantene 75ml|190.0
8964000047125|Kala Kola Hair Tonic 200ml|490.0
8961014260830|Dove Blue Shampoo 360ml|800.0
8964000982433|Mothercare Lotion 115ml|440.0
03155|Cornflour 50kg|8100.0
8964000069202|Seasons Corn Oil 4.5 Ltr|3130.0
5063487063857|clarity smart tissue|180.0
8961008212289|Nestle water 1.5 ltr|80.0
89610142396836797|Lux Rambo Sever Pack|430.0
620514001951|National Marmalade jam 420gm|320.0
0654561011519|Naurus 400ml|220.0
8961014263787|Lifebuoy Soap Green 98gm|0.0
ma250|Mash Dal atta 250Gm|140.0
Mo250|Moong Dal atta 250Gm|140.0
6533411397710|Italia Pitted Black Olives 430g|890.0
01015|Dahi Bara Masala 100gm|100.0
01013|Pakora Masala 125gm|100.0
01014|Pakora Masala 250gm|200.0
04012|Kali Mirch Sabut 25gm|70.0
8964000038345|Sufi Oil Standing Pouch|616.0
01350|Phulkiyan 500gm|240.0
01325|Phulkiyan 250gm|120.0
00311|Metches Single|5.0
45453|Sabqa|0.0
00428254672545782|Khajoor Cooking Oil|430.0
td430|Tapal Danedar 430g|890.0
788821151186|Shan Chaat Masala 85gm|180.0
8964000069233|Seasons Corn Oil 1Ltr|715.0
8886950093208|Colgate Super Flexi Brush|90.0
8886950076010|Max Scrub Foam Single|70.0
8961005030053|Mitchell'S Diet Apple Jam 300g|340.0
8964000047026|Kala Kola Color 3.no|280.0
8964000047033|Kala Kola Color 4.no|280.0
8961100285334|Limopani 375gm|295.0
6890767859768000|Italia Plain Green Olives 430g|1020.0
6890767864786|Italia Plain Green Olives 235g|630.0
6890767863796|Italia Stuffed Green Olives 235g|630.0
8964000578056|Fair Menz 35gm|145.0
000gr|Greece|1.0
5060593000189|Meclay Shampoo Purple|400.0
45451|RASHAN|0.0
02272|Barma Chana 1kg|420.0
8964000543979|Tif Surface Cleaner 1000ml|380.0
8964000543993|Tif Dish Washing Gel 500ml|150.0
8964000543856|Tyfon Total Control 300+25ml|360.0
8964000543733|Tyfon Total Control 625ml|600.0
8964002642236|Tif Dish Washing Powder 800gm|110.0
8964000543238|Tyfon Rat Kills|110.0
8964000543436|Tyfon Anti Lice Lotion 50ml|240.0
01016|dahi bara masla 50gm|50.0
6890767851748|Italia Black Plain Olives 230g|690.0
02122|Castic Soda 25kg|6000.0
00b50|Borax Powder 25kg|8600.0
769503784878|Limopani sachet|100.0
00p30|Pisai 1kg|30.0
8964000987650|Signature Shine Max|140.0
8984000987726|Signature Polish Black|100.0
8984000987733|Signature Polish Brown|100.0
5010431005012|VEGA-DX GREASE|1.0
3572278677200|Bake Parlor Bread Crumbs|130.0
8961005060128|Mitchells Plum Chutney|440.0
8961005010017|Mitchells Lemon Squash 800ml|385.0
8961005010048|Mitchells Orange Squash 800ml|370.0
m2143|Daal Chana 1kg/|280.0
m2272|Safed Chana 1kg|350.0
000m2|Besan 1kg/|275.0
6924012280158|Tiger Spray 325ml|360.0
6281653838781|Key Imli Ginger Sauce 250gm|150.0
8964001300120|Metro Coil Black New|90.0
03520|Shaukat Milk 16Ltr|3740.0
8966000017252|Chai King 230gm|450.0
8964001359265|Rooh Afza 425ml|240.0
8964000088197|Marhaba  Til Oil 100ml|210.0
8964000057452|Marhaba  Til Oil 200ml|370.0
8961014008388|rafhan strawberry custard small|120.0
7873778676028|Super Storm Shaving Foam|0.0
8961005030428|Mitchells Mixed Fruit Jam 200gm|0.0
8961014018240|Rafhan Ice Cream Powder 275g|0.0
00g32|Gatta|0.0
6291101520151|Medicam Paste 140gm|0.0
8886950058009|Colgate Paste Kids 60gm|0.0
5060593000547|Meclay Shampoo Golden 360ml|0.0
5060593000561|Meclay Shampoo Blue 360ml|0.0
5060593000509|Meclay Shampoo Black 360ml|0.0
5060593000530|Meclay Shampoo Green 360ml|0.0
5060593000516|Meclay Shampoo Pink 360ml|0.0
5060593000585|Meclay Shampoo Purple 360ml|0.0
04093|Boric Powder|0.0
671866150149|Kolson Lasagne|0.0
7389880827253|Trim Rezor|0.0
04065|Jaifal Magaz 25gm|0.0
8964000507087|Saeed Ghani Rice face wash|0.0
769503785745|Sunsip Orange Pouch 375gm|0.0
8964000057513|Marhaba Sharbat Anar 800ml|0.0
620514015545|National Bombay Biryani|0.0
7181221027168|Italia Olive Oil 1ltr|0.0
689076784177|King Mat 30 pcs|0.0
8964002720316|Bazuri 240ml|0.0
8964000768990|Treet Shaving Foam 400ml|0.0
7238725352193|Gorey Hickleen|0.0
8886950058016|colgate kids bubble fruit 60gm|0.0
000ks|Khara Soda 50kg|0.0
8964000961681|Doctor Toothpaste Long 65gm|0.0
5060593000592|Meclay Shampoo Red 360ml|0.0
5060593000578|Meclay Shampoo Orange 360ml|0.0
8964000801253|Metro Sandal Agarbati|0.0
8964002577415|Metro Mast Qalandar Agarbati|0.0
6291101528324|Me Body Spray Oud Zahrah|0.0
5060593000523|Meclay Shampoo Yellow 360ml|0.0
5060593000554|Meclay Shampoo White 360ml|0.0
04095|Khaskhas 50gm|0.0
8964000043189|Butterfly Blue 8pc|0.0
796554223018|Skin White Green Tea Face Wash|0.0
796554223001|Skin White Vitamin B3 Face Wash|0.0
3574660028119|Johnsons Powder 200g|0.0
7891000312704|Nescafe Coffee 50gm|0.0
6291101523695|Medicam Green Gel 125gm|0.0
8700216842242|Head & Shoulders Shampoo -5C 185ml|0.0
8964000506264|Saeed Ghani Tea Tree Face Wash 50ml|0.0
8964000570395123|English Prickly Heat Neem Cream 75g|0.0
00023|Daal moong|0.0
000053|Mezan 250gm|0.0
899432000128|Dentonic Toothpaste 200gm|0.0
00037|Haleem Daig|0.0
8886300016116|Kkassno Coffee Sachet|0.0
02906|Knorr Noodles Sever 6 Packs|0.0
8964001078791|Golden Pearl Face Wash Men|0.0
8964001078074|Golden Pearl Face Wash Neem|0.0
8964001753230|Golden Pearl Face Wash Light Glow|0.0
855434009248|Qarshi Sandal|0.0
00137|Haleem Daig half|0.0
04566|Pista 25gm|0.0
620514020051|National Malai Boti Masala|0.0
8886950012391|Express Surf 115gm|0.0
8961014250503|sunsilk 80ml|0.0
5060593000684|Meclay 360ml conditionar|0.0
000cb|Cotton Buds 100.pcs|0.0
8411713102684|Ezee Tooth Pick|0.0
84117131026840000|Ezee Tooth Pick Plastic|0.0
00ecb|Ezee Cotton Buds|0.0
8984000987672|Shine Max Liquid Polish Brown|0.0
8984000987665|Shine Max Liquid Polish Black|0.0
725765614803|Youngs Chicken Spread Black Pepper 200ml|0.0
6291069757354|Vatika Onion Oil 200Ml|0.0
8964002493234|Vatika Onion Oil 100Ml|0.0
899432000050|Dentonic Toothpaste 50gm|0.0
6291069704051|Vatika Garlic Oil 200ml|0.0
8964002493333|vatika black conditioner 180ml|0.0
00*20|Atta Choori 500gm|0.0
02901|kkk|0.0
8964001764014|Himalaya Face Wash 100ml|0.0
888679021263|Talbeena Ajwa|0.0
6291003251795|Iffco IVY Soap 115gm|0.0
8961005914735|Mitchells Strawberry  jam 410g|0.0
8964002895045|Safa Care Kids Brush|0.0
8420701103077|RS Olive Oil 4Ltr|0.0
8964000507292|Saeed Ghani Face Wash Vitamin C 100ml|0.0
8964000506264000|Saeed Ghani Tea Tree Face Wash 100ml|0.0
8964000506257|saeed ghani charcoal face wash 100ml|0.0
8961014008098|Surf Excel Matic 1kg|0.0
tp300|Royaans Trio Pack 300ml|0.0
9874563210203|Royaans Chilli Sause 750ml|0.0
01002|sunlight 180gm|0.0
0725765615541|Young'S Peanut Butter Crunchy 340g|0.0
8964000982471|Mothercare oil 110ml|0.0
3610340655425|Loreal Golden 360ml|0.0
729875873426|Gorey flexpert kids|0.0
8964000061312|Young'S Mayo Garlic 500ml|0.0
0729872201253|Signature Toothbrush|0.0
8964003922559|Dr.John Toothbrush Family Pack|0.0
01ecb|Ezee Pick Cotton Buds|0.0
8886451012067|ensure vanila 200gm|0.0
8886451006813|pedia sure 200gm|0.0
9874563210036|Royaans Coco Powder 100gm|0.0
00r50|Royaans Coco Powder 50gm|0.0
6028100043059|Mustard Paste 226g|0.0
6283874777245|Key Hp Sauce 250gm|0.0
8961101373474|Nurpur Desi Ghee 1kg|0.0
6194058906040|ALBA POMACE OIL 100ML|0.0
30052345|Saf yeast 11gm|0.0
8411356775887|Mundial Olive Oil 1Ltr|0.0
8964000241004|Dashi Corn Soup 50gm|0.0
00155|China Jharoo|0.0
0725765616524|Youngs Elbow Macroni 400gm|0.0
000e5|Eva 5ltr Bottle|0.0
8999777000004|Nivea Lotion 100ml|0.0
8964002642694|Faroma Air Freshner|0.0
8961014266948|Lifebuoy Yellow shampoo 370ml|0.0
6111079002087|Johnsons Baby Oil 100ml|0.0
8964000982204|Mothercare Soap Pink|0.0
8964002347803|Quaker Oats 400gm|0.0
9874563210104|Royaans Baking Powder 100gm|0.0
0726529732467|Vatika Shampoo Rosemary 185ml|0.0
8961100503599|Dalda corn oil 3ltr bottle|0.0
8964000982440|Mothercare Lotion 60ml|0.0
8850007030744|Johnsons Lotion 100ml|0.0
0000v|Vicks Balm|0.0
00026|Relax Balm|0.0
89610140041680000|Knorr Hot & Sour Soup|0.0
6068357277784|Power Plus White Liquid 100ml|0.0
5060593000974|Mec Face Wash Rice 100g|0.0
894004257445|Sensodyne Rapid Action Brush Pack 100g|0.0
8964004257445|Sensodyne brush pack 100gm|0.0
896101426631|LIFEBUOY NATURAL SILKY 175ML|0.0
8964000241035|dashi hot & sour soup|0.0
8963007861840|Happy Home coco powder 40gm|0.0
8964000021583|Shangrila Trio Pack 120ml|0.0
8961014264494|Dove GreenShampoo 360ml|0.0
03503|Zafrani Kewra 800ml|0.0
8966000010840|Pakpure Desi Ghee 250gm gross|0.0
8964002642434|Dayone liquid polish black 85ml|0.0
8964004245008|Score Bumper Saver 2in1 Pack|0.0
8961014008425|Rafhan Mango Jelly|0.0
8964001026549|gulnaz soap 145gm|0.0
8964001026556|Tibet luxury soap 145gm|0.0
8964001026143|Fina soap 80gm|0.0
8964001026532|Fina soap 145gm|0.0
8964001026181|gulnaz soap 80gm|0.0
8964001026198|Tibet luxury soap 80gm|0.0
00h20|Hero Surf 20kg|0.0
8961014265354|Sunlight 390gm|0.0
0769503785790|Limopani Jar 750gm|0.0
5060593000431|Meclay Shampoo Pink 660ml|0.0
00040|Hero 20kg|0.0
3452674488931|Royal shamsi khajoor 400gm|0.0
1121b|1121 Basmati Chawal 1kg|0.0
00056|chawal 1kg|0.0
00057|EVA 3ltr|0.0
820000|Kainaat Chawal 500gm|0.0
08205|Kaynat Chawal 5kg|1650.0
5060593000424|Meclay Shampoo Black 660ml|0.0
5060593000455|Meclay Shampoo Golden 660ml|0.0
5060593000097|Meclay Shampoo Purple 660ml|0.0
8964000062654|youngs fajita spread 200ml|0.0
m2190|Daal Mash 1kg|0.0
m2140|Daal Mong 1kg|0.0
m2141|Daal Masoor 1kg|0.0
m1121|Khazana Chawal 1kg/|0.0
00c500|Cheeni 500gm|0.0
k1230|Karaya|0.0
7051055503360|Italia Pitted Black Olives 235g|0.0
00062|CHEENI 2.5KG|0.0
00063|CHAWAL 3KG|0.0
00109|khajoor 500gm|0.0
0796554817354|DAY FRESH CREAM|0.0
8964000034088|Salmans mango Jam 200g|0.0
654257593695|vaseline petroleum aqua 70gm|0.0
654257591394|vaseline petroleum aqua 100gm|0.0
8963007860324|Happy Home Pudding|0.0
8964000570395|English Prickly Heat Cream 75g|210.0
00000|Pakistani Popcorn 1kg|200.0
TEMP_00002|Cheeni 1kg|180.0
08802|Shahi Chawal 2kg|740.0
7702018608959|Gillette Flexi|180.0
8961014241242|Lifebuoy Soap 98gm Y.G|95.0
3553633626019|Devon Shaving Foam|350.0
