#FORMAT:Barcode|Name|SaleRate
8964000034224|Salmans BBQ Sauce 500g|420.0
8964000064672|Fauji Talbeena 200g|310.0
888679021195|Talbeena 200g|280.0
6890767818796|Italia Extra Virgin 250ml|1480.0
8964001076087|Stillman's Cream Red|380.0
8964001076056|Stillman's Cream Green|380.0
8961100001019|Tibet Snow|215.0
8961100002900|Tibet Cold Cream 40ml|170.0
8961100002931|Tibet Cold Cream 60ml|220.0
8964000020661|Shangrila Mixed Pickle Mini|100.0
5842109854239|Faiza Cream 45gm|590.0
5842109854123|Faiza Cream 22gm|370.0
6009689190013|Caresse Lotion 320ml|530.0
6009689190037|Caresse Lotion 220ml|370.0
6009689190051|Caresse Lotion 60ml|125.0
6009689190044|Caresse Lotion 115ml|225.0
8961100002399|Tibet Green 60gm|165.0
8964000570258|English Cold Cream Large|210.0
8961100002368|Tibet Pomade|120.0
8964000257685|Saeed Ghani Lotion 200ml|460.0
8964000258309|Saeed Ghani Sandal Face Wash|250.0
8964000258439|Saeed Ghani Goat Milk Face Wash|280.0
8964000258392|Saeed Ghani Ubtan Face Wash|250.0
8964000506929|Saeed Ghani Vitamin.C Face Wash|280.0
8964000258347|Saeed Ghani Neem Face Wash|250.0
8999999020293|Vaseline Brown Lotion 200ml|680.0
8961014249002|Ponds Lotion 100ml|320.0
796554222035|Skin White Vitamin-C Face Wash 100g|270.0
796554222004|Skin White Rice Milk Face Wash 50g|175.0
796554222028|Skin White Vitamin-C Face Wash 50g|175.0
8964000578377|Skin White Lotion 150ml|280.0
8961014248982|Ponds Lotion 200ml|590.0
858167000285|Olivia Cleansing Milk 220ml|290.0
858167000292|Olivia Cleansing Milk 110ml|200.0
8964000578469|Skin White Face Wash 60ml|150.0
8964000578407|Skin White Face Wash 180ml|210.0
00105|Khajoor Box|350.0
00108|Khajoor 250gm|130.0
000pp|Color Papad|60.0
8961014032901|Knorr Cube|75.0
8964000061121|Young'S Mayonnaise 1ltr|680.0
8964000061596|Young'S Chicken Spread 1ltr|1260.0
8964000062609|Young'S BBQ 200ml|350.0
8964000061305|Young'S Mayo Garlic 200ml|280.0
8964000061114|Young'S Mayonnaise 500ml|360.0
8964000061107|Young'S Mayonnaise 200ml|170.0
8964000061541|Young'S Chicken Spread 500ml|710.0
8964000061534|Young'S Chicken Spread 200ml|290.0
8964000020340|Shangrila Ketchup Mini Pack|130.0
8964000020364|Shangrila Ketchup Family Pack|360.0
8964000020357|Shangrila Ketchup Smart Pack|200.0
8964000020487|Shangrila Garlic Smart Pack|200.0
8964000020531|Shangrila Garlic Family Pack|360.0
8964000021934|Shangrila Garlic Mini Pack|130.0
8964000843123|Shangrila Green Chilli Sauce 225g|135.0
8964000020609|Shangrila Imli Ginger Sauce 210g|135.0
620514006130|National Ketchup 400g|200.0
620514005836|National Ketchup 800g|420.0
620514008981|National Garlic 800gm|420.0
620514008530|National Garlic 400gm|240.0
6954567753227|Sweet Corn 380gm|260.0
6533411384772|Mushrooms 380gm|260.0
6060742000212|Yeast 11gm|45.0
899432000029|Dentonic Green 200gm|138.0
899432000012|Dentonic Green 100gm|78.0
899432000005|Dentonic Green 50gm|48.0
899432000111|Dentonic Red 100gm|95.0
815096000304|Tapal Gulbahar 30gm|50.0
8964000379196|Sac Essence|80.0
00425|Bake Parlor Brown Pasta 350g|100.0
00b56|Bigen 56|230.0
00b57|Bigen 57|230.0
00b58|Bigen 58|230.0
00b59|Bigen 59|230.0
5063305006776|Supreme Tea 430gm|845.0
8720608619320|Supreme Tea 900gm|1780.0
8961014008395|Rafhan Pudding 78gm|160.0
8720608622931|Lipton Tea 140gm|400.0
8961103601995|Tapal Mixture 430gm|890.0
8961103602008|Tapal Mixture 900gm|1690.0
815096000274|Tapal Danedar 900gm|1790.0
7622201719289|Tang Orange Pouch|320.0
7622201719340|Tang Pineapple Pouch|320.0
7622201719319|Tang Mango Pouch|320.0
1358946338992|Bake Parlor Twisted|185.0
1358946339012|Bake Parlor Shell|185.0
1358946338886|Bake Parlor Spiral|185.0
1358946339180|Bake Parlor Penne|185.0
1358946338572|Bake Parlor Elbow|185.0
1358946340148|Bake Parlor Color Sawayyan 200g|65.0
8961008221717|Everyday 230gm|470.0
8961008218700|Nestle Buniyad 260gm|475.0
8961014008487|Rafhan Strawberry Jelly|155.0
8961014008432|Rafhan Banana Jelly|155.0
5063305006738|Supreme Tea 160gm|355.0
8964000707142|Comelle 397gm|410.0
8964000707494|Millac Gro 260gm|460.0
8963007860652|Happy Home Mango Jelly|65.0
8963007860140|Happy Home Custard 100g|80.0
8963007860331|Happy Home Strawberry Jelly|65.0
8963007860348|Happy Home Banana Jelly|65.0
8964000008119|Vital Tea 85gm|188.0
00350|Macroni 400gm|110.0
8964000139202|Ezigrip Smoker'S Brush|145.0
729872022094|Gorey All-Round Brush|130.0
8964000139110|Ezigrip Dentist Brush|195.0
8964001492696|Shield Flex Brush|100.0
8964001492757|Shield Kids Brush|50.0
729872535020|Gorey Zoom Kids Brush|60.0
4657223649996|Gorey Sumei Brush|85.0
729875200727|Gorey Recy-Clean Brush|100.0
5986217435277|Gorey Morning Fresh Brush|70.0
8964001492627|Shield Clarity Brush|120.0
8886950092133|Colgate Premier Clean Brush|88.0
8886950092119|Colgate Extra Clean Brush|100.0
8886950093376|Colgate Slim Soft Brush|170.0
896546000341|Gorey Reflex Brush|50.0
9211212255237|Gorey All-Rounder Smokerz|180.0
723872535219|Gorey Hikleen Brush|65.0
9211211312238|Gorey All-Rounder Infuce|180.0
723872535202|Gorey Smokerz Brush|80.0
723872535134|Gorey Kids Twinkle Brush|35.0
50282179999746568|r|220.0
5028217000991|Laziza Kheer Mix|148.0
8961014021639|Knorr Yakhni|50.0
232631041996|Special Baryan|90.0
5060593000233|Meclay Conditionar 180ml|380.0
4794236282007|Nature'S Own 200gm|240.0
8858768055464|Fruit Cocktail 227gm|240.0
8411356780942|Mundial Almond Oil 100ml|550.0
5903388973100|Murabba Apple 500gm|390.0
5903388972158|Murabba Bahi 500gm|350.0
5904504147306|Murabba Triphala 500gm|250.0
5903388972134|Murabba Amla 500gm|380.0
000440444044|Eden Roc Powder 225gm|250.0
5905459980550|Moringa 100g|450.0
486014918133|Chia Seeds 200g|650.0
00512|Brown Flaxseed Powder 250gm|390.0
8964001171027|Khadam's Desi Ghee 1kg|2800.0
8964000572221|English Neem Powder 110g|200.0
89640005703951231|English Prickly Heat Cream 75g|0.0
02114|Skin White 7 Day Cream Small|280.0
02115|Skin White 7 Day Cream Large|450.0
8964000241172|Dashi Chicken Powder 1kg|800.0
8964000241394|Mingalz 125gm|190.0
8961008222936|Nescafe 3.IN.1|65.0
8961008215600|Nestle Milo 300gm|960.0
8964000057308|Marhaba Rose Water Spray 120ml|175.0
00014|Mezan Oil 1ltr|550.0
00160|Mezan Ghee 1kg|550.0
00086|Dalda Ghee 1kg|579.0
00008|Dalda Oil 1ltr|579.0
00064|Soya Supreme Oil 1ltr|580.0
00092548784789756424|H|585.0
00091|Habib Ghee 1kg|590.0
00006|Ikhlas Oil 1ltr|480.0
00420|Ikhlas Ghee 1kg|480.0
00085|Ikhlas Oil 500ml|240.0
00421|Ikhlas Ghee 500gm|240.0
00422|Ikhlas Ghee 250gm|120.0
08501|Ikhlas Oil 250ml|120.0
00088|Sarso Oil 500gm|280.0
00048|Sarso Oil 250gm|140.0
00190|Sarso Oil 1kg|560.0
00249|Sarso Oil Bottle 250gm|170.0
00248|Sarso Oil Bottle 125gm|80.0
4015400214496|Always Ultra Thin Pink 8pc|420.0
8964000241042|Dashi Cicken Powder 18gm|30.0
8964000241585|Dashi Crispy Fried 75g|150.0
8964000241400|Dashi Cicken Powder 100g|120.0
8961014004175|Knorr Chicken Corn Soup|150.0
8961014032390|Energile 100gm|90.0
8961014032383|Energile 400gm|280.0
8964001230458|Felber Oil 1ltr|2600.0
8961100001491|Tibet Toilet Powder 100g|230.0
8961100001408|Tibet Powder 85gm|170.0
8973800010802|Pakpure Desi Ghee 500gm|1150.0
6281016807256|Coconut Milk Powder 50g|190.0
8964002932375|Panda Neel 120ml|60.0
8964000055762|Marhaba Rose Water 50ml|110.0
6291101520533|Medicam Shampoo+Conditionar 200ml|195.0
6291101520526|Medicam Shampoo+Conditionar 100ml|140.0
6291101522728|Blue Diamond Powder 75g|195.0
6291101522841|White Lily Powder 75g|195.0
6291101522889|Valentine Powder 75g|195.0
8964000749906|Black Cat Powder 70g|245.0
8001841460291|Head & Shoulders Blue 75ml|215.0
8999999036546|Lux Body Wash 250ml|450.0
06352|Glaxose-D 100gm|90.0
8963007861581|Happy Home Soup 60g|100.0
8964000506363|Saeed Ghani Onion Shampoo|390.0
8964000259610|Saeed Ghani Amla Shampoo|360.0
8964000259788|Saeed Ghani Tea Tree Shampoo|360.0
8964000259740|Saeed Ghani Neem Shampoo|360.0
8964000259702|Saeed Ghani Mughziat Shampoo|410.0
8964000505656|Saeed Ghani Argan Oil Shampoo|410.0
8964000043455|Butterfly Blue 16pc|440.0
8961006020015|Rose Petal Maxob Roll|120.0
8961006070904|Rose Petal Maxob 3+1|350.0
8964000008003|Vital Tea 900gm|1790.0
7622202399633|Tang Orang Sachet|100.0
7622202399664|Tang Mango Sachet|100.0
7622202399749|Tang Lemon Sachet|100.0
7622202399701|Tang Pineapple Sachet|100.0
654561011694|Naurus 3ltr|1350.0
855434000733|Jam-e-Shirin 3ltr|1380.0
8964000455210|Quice 3ltr|1300.0
04517|Moong Masoor Mix 250gm|95.0
02042|Gandum Dalia 250gm|40.0
02038|Daal Chana 250gm|80.0
02040|Daal Mash 250gm|115.0
04712|Daal Mash Chilka 250gm|115.0
04311|Daal Mash Sabut 250gm|115.0
02041|Daal Lal Masoor 250gm|80.0
02052|Daal Kali Masoor 250gm|75.0
02068|Daal Moong 250gm|105.0
02066|Daal Moong Chilka 250gm|100.0
02067|Daal Moong Sabut 250gm|105.0
03188|Haleem Gandum 250gm|35.0
02131|Haleem Jaw 250gm|40.0
705105558530|Kingtox Killing Gel|140.0
04713|Shakar 250gm|60.0
04002|Kala Chana 250gm|80.0
02533|Safaid Chana 250gm|105.0
08250|Lal Lobia 250gm|160.0
02078|Safaid Lobia 250gm|95.0
6574121243478|Hexit Power Phenyle 500ml|170.0
6574121243416|Zif Jasmine Phenyle 500ml|125.0
8961014247008|Comfort 400ml|425.0
8961014247015|Comfort 200ml|245.0
8964000039571|Sufi Sawayyan 1kg|550.0
8964001277330|Safon Bar Single|68.0
8964001277323|Safon Bar 85g|25.0
8961101233167|Dettol Sever Pack|360.0
8886950027494|Express Soap 200gm|70.0
8886950071947|Max Bar 90gm|30.0
8964003286828|Hero Bar|48.0
8964001276005|Sufi Surf 2kg|1060.0
8964001276029|Sufi Surf 1kg|545.0
8964001385738|Hero Surf 2.2kg|495.0
8964003286149|Hero Surf 430g|99.0
8964001385028|Hero Surf 1kg|215.0
00hs5|Hero Surf 5kg|1000.0
8961014264272|Surf Excel 1kg|545.0
8961014264166|Surf Excel 2kg|1095.0
8961014264012|Surf Excel 95gm|50.0
8886950012148|Express Surf 1kg|395.0
8886950011066|Brite Surf 1kg|545.0
8886950015224|Brite Surf 105gm|50.0
8006540978344|Ariel Surf 96g|50.0
8886950076089|Max Scrub Foam Double|120.0
8886950076027|Max Scrub Pad|45.0
00013|Pak Scrub Single|45.0
02064|Mehndi 250gm|90.0
00010|Steel Wool|50.0
00198|Ariel Surf Sachet|20.0
00195|Bonus Surf Sachet|10.0
00098|Surf Excel Sachet|20.0
00055|Phool Jharoo|200.0
00038|Tinka Jharoo|150.0
00024|Hari Soap Large|100.0
00124|Hari Soap Small|50.0
04075|Neel Powder 100g|30.0
02121|Castic Soda 200g|60.0
06002|Phenyle Goli 200g|50.0
01400|Washroom Brush|100.0
00900|Maz Thadal 900ml|550.0
8961005010031|Mitchell'S Mango Squash 800ml|395.0
8964000499023|Caroline Surface Cleaner 1000ml|670.0
8964000039854|Sufi Classic 70gm|58.0
00123|Nascafe Classic Sachet|90.0
8961006040020|Rose Petal Zzoop Roll|260.0
8700216610445|Always Mexi Thick 10pc Blue|500.0
4015400416869|Always Mexi Thick 18pc Pink|800.0
4015400417491|Always Mexi Thick 9pc Pink|420.0
4015400457879|Always Mexi Thick 16pc Blue|800.0
4015400205258|Always Ultra Thin 7pc Blue|420.0
8886950073491|Max Paste 200gm|145.0
8886950072203|Max Long Bar|75.0
3570004726437|Bake Parlor Sawayyan 140g|65.0
8964001277293|Safon Bar Double|130.0
8961014001792|Domex 500ml|395.0
8964000122129|Rooh Afza 3ltr|1350.0
7181221025188|Italia Olive Oil 4ltr|8300.0
02072|Pak Surf 500gm|125.0
8964001278030|Twin Surf Green 400gm|99.0
8964001300090|Metro Black Coil|80.0
8962222014383|Tiger Black Coil|95.0
718122099917|Kingtox Black Coil|100.0
7137571699364|Kingtox Green Coil|90.0
8006540639245|Safeguard Sever Pack|430.0
8961014263855|Lifebuoy Sever Pack|340.0
4084500599789|Ariel Surf 500gm|270.0
8964000578001|Skin White Soap|135.0
6001106114862|Mortein Coil|190.0
8961101230586|Harpic Red 450ml|550.0
8961101231156|Harpic Red 250ml|270.0
8964002686858|Harpic Blue 450ml|475.0
8964002686919|Harpic Blue 225ml|200.0
6001106309725|Robin Neel 150ml|430.0
00027|Robin Neel 75ml|265.0
8886950013794|Bonus Tristar 220gm|50.0
8886950013848|Bonus Tristar 1kg|230.0
8886950012223|Express Surf 500gm|199.0
6574121243423|Hexit Cling Gel 500ml|165.0
6574121243485|Hexit Cling Gel 250ml|130.0
6574121243492|Hexit Sweep 600ml|100.0
418016|Caroline Sweep 600ml|200.0
8964000499177|Caroline Phenyle 225ml|240.0
8964000499160|Caroline Phenyle 450ml|420.0
8964001024019|Tibet Soap Small Box|60.0
8964001025061|Tibet Fruiti Soap|30.0
8964001025023|Tibet Soap 125gm|98.0
8961014262827|Lifebuoy Soap 68gm|60.0
8961014239683356998|Lux Sever Pack|430.0
00400|Surf Excel 500gm|270.0
8961014255133|Lux Soap 128gm|148.0
8886950072241|Max Bar 57gm|15.0
8700216736787|Ariel Surf 1kg|550.0
8962222014048|Tiger Coil|95.0
8964001277972|Twin Surf 500gm|195.0
8964001277989|Twin Surf 1kg|375.0
8964001024033|Tibet Soap Large Box|99.0
8964001276043|Sufi Surf 500gm|270.0
8886950083124|Max Powder 790gm|150.0
8886950014203|Bonus Active 750gm|245.0
8886950096186|Max Liquid Pouch 450ml|200.0
8886950011141|Brite Surf 500gm|273.0
01001|Sunlight 770gm|199.0
8961014255171|Lux Soap 172gm|165.0
8961100023271|Opal Soap|220.0
8964000039717|Safon Powder Pouch|155.0
6001106309565|Dettol Mpc Liquid 500ml|750.0
8964000543047|Tyfon Total Control 425ml|400.0
00.16|Mezan Ghee Balti 16kg|8900.0
00016|Mezan Ghee Kanastar 16kg|8700.0
00017|Mezan Oil Kanastar 16ltr|8600.0
0tp16551515|tt|0.0
i16016536535|Ikhlas Oil Kanastar 16ltr.|7600.0
tp16064723968|Taza Pakwan Oil 16ltr.|7000.0
016166862.62|GCP Kanastar 16kg|7800.0
0ig16|Ikhlas Ghee Balti 16kg|7900.0
00015|Bleach 1.5ltr|70.0
00025|Sweep 1.5Ltr|60.0
00035|Phenyle 1.5ltr|80.0
00003|Hexit Phenyle 3ltr|170.0
00.10|Mezan Ghee Balti 10kg|5700.0
8964000121191|Hamdard Joshanda|80.0
8886950013787|Bonus Tristar 430gm|99.0
8886950073651|Max Paste 400gm|230.0
8886950031880|Palmolive Soap 130gm|135.0
8886950039381|Palmolive Sever Pack|360.0
9791037618442636|Lhotse Liquid Pouch 475ml|195.0
6291049101504|Silk Soap 130gm|120.0
8964000039519|Sufi Soap|135.0
8964001276630|Sufi Classic Soap 130gm|118.0
6001106209261|Dettol Soap 80gm|125.0
6001106209506|Dettol Soap 110gm|150.0
8006540021217|Safeguard Soap 103gm|120.0
8961014255089|Lux Saop 69gm|80.0
8961014263756|Lifebuoy Soap 98gm|85.0
8961100022090|Capri Soap 100gm|90.0
8961100022533|Capri Soap 120gm|135.0
8886950096162|Max Hdp Liquid 275ml|160.0
8886950096179|Max Hdp Liquid 475ml|250.0
718122102914|Stiff On 567gm|430.0
8964001277903|Sufi Surf 125gm|50.0
8964000039830|Safon Liquid 475ml|260.0
8964002932597|Panda Colour Bleach 500ml|240.0
8964002932139|Panda Bleach 500ml|150.0
6001106309459|Dettol Liquid 1ltr|2200.0
6574121243454|Hexit Power Liquid 425ml|310.0
5986217435239|Hexit Glass Cleaner 500ml|170.0
8964002933198|Panda Dishwash Liquid Samll|155.0
8886950096193|Max Orange Liquid 475ml|320.0
6001106309985|Robin Bleach 450ml|570.0
8961100503131|Dalda Oil 3ltr Bottle|1820.0
000d557578678|D|2640.0
8964000039229|Sufi Oil 4.5ltr|2740.0
8961014003598|Rafhan Corn Oil 3ltr|3300.0
8964000038437|Sufi Oil 3ltr|1830.0
8964000069042|Seasons Oil 3ltr|1745.0
8964000069011|Seasons Oil 4.5ltr|2620.0
8964000006122|Soya Supreme Oil 5ltr|3000.0
8964000006115|Soya Supreme Oil 3ltr|1780.0
00s10|Soya Supreme Oil 10ltr|5750.0
8964000419632|Mezan Oil 3ltr|1830.0
8964000611906|Mezan Oil 4.5ltr|2700.0
8964000069059|Seasons Oil 10ltr|5630.0
8961100503124|Dalda Oil 5ltr Tin|2915.0
8961100503100|Dalda Ghee 5kg Tin|2915.0
8961008235462|Lactogrow 3'''''400gm|1350.0
8961008223209|Lactogen 1'''''400gm|1350.0
8961008235431|Lactogen 2'''''400gm|1350.0
8961008235387|Lactogen 1'''''200gm|690.0
8961008224848|Nido 1+ 375gm|1000.0
8961008224862|Nido 3+ 375gm|1000.0
8961008235424|Lactogen 2'''''200gm|690.0
788821151704|Easy Cook Haleem 300gm|340.0
788821151711|Shahi Haleem 300gm|340.0
788821001368|Shan Korma Sachet|70.0
788821001382|Shan Nihari Sachet|70.0
788821001344|Shan Bombay Biryani Sachet|70.0
788791001405|Shan Achar Gosht Sachet|70.0
788821001412|Shan Karahi Sachet|70.0
788821005137|Shan Pilau Biryani Sachet|70.0
5028217000779|Laziza Kulfa 152gm|220.0
5028217001080|Laziza Gajar Kheer 150gm|150.0
5028217001035|Laziza Firni Khas 150gm|150.0
5028217004654|Laziza Jelly Falooda 235gm|220.0
5028217004661|Laziza Rabri Falooda 200gm|210.0
5028217001486|Laziza Shahi Tukra 180gm|210.0
5028217005606|Laziza Strawberry Falooda 195g|210.0
5028217006252|Laziza Doodh Dullari 225gm|220.0
815096001899|Tapal Gulbahar 80gm|140.0
815096004678|Tapal Green Tea Lemon 15.bags|100.0
815096001981|Tapal Green Tea Lemon Jar|295.0
815096000311815096000311|T|295.0
815096000342|Tapal Green Tea Jasmine 30.pcs|235.0
815096000373|Tapal Green Tea Lemon 30.pcs|200.0
3267794000006|Saf-Instant 500gm|900.0
8961006040013|Rose Petal Table Napkins|190.0
8961006040136|Rose Petal Party Pack White|240.0
5028217001257|Laziza Sheer Khurma 160g|220.0
6280541402615|Key Soya Sauce 5ltr|980.0
6282039440079|Key Vinegar 5ltr|770.0
896400021927|Shangrila Garlic 4kg|1480.0
8964000020425|Shangrila Ketchup 4kg|1480.0
8964000843017|Shangrila Garlic 3.25kg|1180.0
6281652502614|Key Chilli Sauce 5ltr|1150.0
02128|Lal Chawal 1kg|110.0
01145|Dustbin Shopper|160.0
04077|Meetha Soda 1kg|150.0
04523|Meetha Soda 500gm|80.0
04522|Meetha Soda 250gm|40.0
04545|Meetha Soda 100gm|20.0
0000012521|Pakistani Popcorn 1kg|0.0
00050|Garam Masala Sabut 50gm|150.0
00100|Garam Masala Sabut 100gm|300.0
04055|Taiz Pata|20.0
05056|Fry Piyaz 250gm|130.0
05055|Fry Piyaz 500gm|260.0
000t1|Turkey Popcorn 1kg|250.0
02132|Gandum 1kg|110.0
00095|Bajra 1kg|130.0
02204|Lal Mirch Powder 125gm|120.0
02090|Lal Mirch Powder 250gm|240.0
04555|Vinegar 5ltr|410.0
04056|Chna Grass White|100.0
04054|China Grass Color|50.0
02053|Kasuri Methi 25gm|15.0
04038|Kasuri Methi 250gm|110.0
04098|Mishri 100gm|45.0
04099|Mishri 250gm|90.0
04733|Sonf 50gm|45.0
04103|Sonf 100gm|90.0
04037|Sonf 250gm|220.0
02113|Daar Cheeni 50gm|70.0
04045|Safed Till 250gm|210.0
04109|Safed Till 100gm|100.0
04046|Sabu Dana 250gm|100.0
04110|Sabu Dana 100gm|50.0
04068|Harmal 50gm|25.0
04070|Loban 50gm|40.0
04028|Rai 50gm|25.0
04067|Phool Makhana 25gm|160.0
04118|Kala Namak 100gm|10.0
04071|Kala Namak 250gm|20.0
04130|Khopra Powder 50gm|75.0
04124|Khopra Powder 100gm|150.0
04508|Khopra Powder 250gm|300.0
02092|Tatri 50gm|40.0
04114|Phool Badiyan 25gm|40.0
02063|Methi Dana 50gm|25.0
04030|Kalonji 50gm|60.0
04089|Anar Dana 50gm|40.0
02003|Aloo Bukhara 50gm|50.0
04132|Khopra Sabut 50gm|80.0
04106|Khopra Sabut 100gm|160.0
04042|Khopra Sabut 250gm|350.0
04096|Khaskhas 100gm|125.0
04026|Khaskhas 250gm|250.0
02056|Khatai Powder 100gm|50.0
02245|Khatai Powder 250gm|100.0
04017|Chaat Masala 250gm|150.0
04090|Chaat Masala 100gm|70.0
02013|Chaat Masala 50gm|35.0
04140|Korma Masala 250gm|200.0
04139|Biryani Masala 250gm|200.0
04033|Aloo Bukhara 250gm|220.0
00030|Safed Zeera 50gm|90.0
00602|Safed Zeera 100gm|180.0
00603|Safed Zeera 250gm|400.0
04087|Sabut Dhaniya 100gm|80.0
02074|Sabut Dhaniya 250gm|160.0
04136|Ajwain 100gm|60.0
04134|Ajwain 50gm|30.0
04111|Food Color 50gm|80.0
04047|Food Color 250gm|350.0
03243|Gandak 500gm|200.0
03242|Gandak 250gm|100.0
04069|Phitkari 250gm|60.0
04117|Phitkari 100gm|30.0
04603|Amla 100gm|100.0
04604|Retha 100gm|40.0
04602|Shikakai 100gm|70.0
00163|Amla Retha shikakai|200.0
04327|Marwari Mirch 250gm|240.0
04328|Marwari Mirch 125gm|120.0
04011|Dhaniya Powder 250gm|160.0
02075|Sabut Lal Mirch 100gm|100.0
02076|Sabut Lal Mirch 250gm|250.0
02077|Sabut Lal Mirch 50gm|50.0
04086|Dhaniya Powder 125gm|80.0
04010|Haldi 250gm|240.0
00089|Haldi 100gm|120.0
00082|Haldi 50gm|60.0
04083|Kutti Mirch 250gm|240.0
04123|Kutti Mirch 125gm|120.0
04015|Salan Masala 250gm|220.0
04088|Salan Masala 125gm|110.0
02050|Imli 250gm|120.0
02051|Imli 500gm|240.0
02049|Imli 125gm|60.0
8964000008072|Vital Tea 350gm|710.0
8720608619375|Lipton Tea Bag 50.pcs|595.0
8961008217611|Everyday 850gm|1660.0
8964000707036|Millac 390gm|810.0
8964000707715|Tea Millac 390gm|730.0
8964000707708|Tea Millac 850gm|1510.0
8964000707029|Millac 910gm|1750.0
8966000017214|Dairy King 400gm|660.0
9966000145535|Dairy King 850gm|1360.0
8964000707814|Millac Gro 900gm|1550.0
815096000915|Tapal Danedar Tea Bag 100.pcs|950.0
815096002988|Tapal Danedar Jar 440gm|1095.0
8961014033861|Knorr Noodles Sever Pack|195.0
8961008218915|Nido Growth 900gm|2140.0
788821016164|Shoop Noodles Sever Pack|180.0
620514001142|National Salt Blue|70.0
620514001166|National Salt Green|70.0
620514015392|National Pink Salt|100.0
8964000145807|Olper'S Milk Powder 800gm|2100.0
8964000923016|Hub Salt Red|85.0
8964000923009|Hub Salt Green|85.0
089686120660|Indomi Noodles|90.0
00001|Cheeni 1kg|0.0
00005|Lahori Namak 1kg|50.0
02535|Kabli Chana 500gm|250.0
04122|Kala Chana 500gm|160.0
02273|Barma Chana 500gm|210.0
02143|Daal Chana 1kg|320.0
02142|Daal Sabut Masoor 1kg|300.0
02141|Daal Lal Masoor 1kg|320.0
02140|Daal Moong 1kg|420.0
02189|Daal Chana 500gm|160.0
02190|Daal Mash 500gm|230.0
02187|Daal Lal Masoor 500gm|160.0
02186|Daal Moong 500gm|210.0
02200|Gandum Dalia 500gm|80.0
02154|Gandum Dalia 1kg|160.0
08500|Lal Lobia 500gm|320.0
02188|Daal Sabut Masoor 500gm|150.0
00427|Areesa Oil|410.0
02194|Safed Lobia 500gm|190.0
04401|Sela Chawal 1kg|330.0
04402|Sela Chawal 2kg|660.0
8961008219363|Everyday 560gm|1120.0
8961008217604|Everyday 350gm|720.0
8961008218892|Nido Growth 390gm|1020.0
8961008223810|Nido 1+ 900gm|2300.0
8961008220352|Cerelac Wheat 175g|450.0
8961008220284|Cerelac 3 Fruit 175g|460.0
8961008236735|Cerelac Rice 175g|450.0
8961008220321|Cerelac 3 Fruit 350g|865.0
8961008220390|Cerelac Wheat 350g|870.0
1358946337964|Bake Parlor Spaghetti|200.0
1358946340070|Bake Parlor Color Savayyan 400g|125.0
815096000908|Tapal Danedar Tea Bag 25.pcs|245.0
671866149754|Kolson Spaghetti|180.0
8961006040051|Rose Petal Party Pack Pink|210.0
8964001311843|Gibs Spaghetti|150.0
1358946343286|Bake Parlor Fajita|140.0
1358946338190|Bake Parlor Egg Noodles|155.0
3572242274626|Bake Parlor Achari Macaroni|140.0
1358946343668|Bake Parlor Tikka Macaroni|140.0
1358946343453|Bake Parlor BBQ Macaroni|140.0
1358946345969|Bake Parlor Balti Macaroni|140.0
8961014032154|Rafhan Vanilla Custard 275g|170.0
8961014037746|Rafhan Mango Custard 275g|190.0
8961014018226|Rafhan Banana Custard 275g|180.0
8961014032161|Rafhan Strawberry Custard 275g|170.0
8961014018233|Rafhan Cornflour 275g|160.0
8961008224855|Nido 3+ 800gm|2070.0
8961008235400|Lactogen 1'''''800gm|2640.0
8961008235448|Lactogen 2'''''800gm|2640.0
8961008235479|Lactogrow 3'''''800gm|2640.0
03201|Haleem Anaj 1kg|440.0
03202|Haleem Anaj 500gm|220.0
03203|Haleem Anaj 250gm|110.0
02538|Daal 5 Mix 1kg|440.0
02537|Daal 5 Mix 500gm|220.0
02536|Daal 5 Mix 250gm|110.0
02525|Mix Achar 250gm|70.0
02526|Mix Achar 500gm|140.0
02527|Mix Achar 1kg|280.0
02626|Chilli Achar 250gm|140.0
03535|Muraba 250gm|90.0
03536|Muraba 500gm|180.0
03537|Muraba 1kg|360.0
04520|Soji 250gm|40.0
02199|Soji 500gm|70.0
03000|Soji 1kg|140.0
00070|American Popcorn 1kg|320.0
00170|American Popcorn 500gm|160.0
00068|American Popcorn 250gm|80.0
00084|Kheer Chawal 1kg|160.0
04200|Kheer Chawal 500gm|80.0
02155|Meda 1kg|130.0
02201|Meda 500gm|65.0
00031|Besan 250gm|80.0
00032|Besan 500gm|160.0
00002|Besan 1kg|320.0
04405|Sela Chawal 5kg|1650.0
01125|Khazana Chawal 5kg|1950.0
01121|Khazana Chawal 1kg|390.0
01122|Khazana Chawal 2kg|780.0
03154|Corn Flour 1kg|180.0
03153|Corn Flour 500gm|90.0
01120|Khazana Chawal 500gm|195.0
05501|B.1 Chawal 1kg|240.0
05500|B.1 Chawal 500gm|120.0
08700|Super Steem Chawal 500gm|155.0
08701|Super Steem Chawal 1kg|310.0
08705|Super Steem Chawal 5kg|1550.0
08800|Shahi Chawal 500gm|185.0
08801|Shahi Chawal 1kg|370.0
0880200000|Shahi Chawal 2kg|0.0
08805|Shahi Chawal 5kg|1850.0
02276|B.90 Chana 500gm|150.0
02275|B.90 Chana 1kg|300.0
08200|Kaynat Chawal 500gm|165.0
08201|Kaynat Chawal 1kg|330.0
082050|Joria Loose Item 1X1 Tray|0.0
02222|Shakar 500gm|110.0
02125|Gurh 500gm|130.0
